2010-01	Hawaiian	1
2010-01	Head Shops	1
2010-01	Health & Medical	13
2010-01	Health Markets	25
2010-01	Historical Tours	1
2010-01	Home & Garden	32
2010-01	Home Decor	8
2010-01	Home Services	8
2010-01	Hookah Bars	2
2010-01	Hospitals	1
2010-01	Hot Dogs	10
2010-01	Hotels	51
2010-01	Hotels & Travel	88
2010-01	IT Services & Computer Repair	10
2010-01	Iberian	1
2010-01	Ice Cream & Frozen Yogurt	21
2010-01	Imported Food	3
2010-01	Indian	8
2010-01	Indonesian	1
2010-01	Interior Design	1
2010-01	International Grocery	2
2010-01	Internet Cafes	6
2010-01	Investing	1
2010-01	Irish	20
2010-01	Irish Pub	6
2010-01	Israeli	2
2010-01	Italian	93
2010-01	Japanese	35
2010-01	Jazz & Blues	8
2010-01	Jewelry	2
2010-01	Juice Bars & Smoothies	14
2010-01	Karaoke	1
2010-01	Kebab	1
2010-01	Kids Activities	1
2010-01	Kitchen & Bath	3
2010-01	Kitchen Incubators	1
2010-01	Korean	6
2010-01	Kosher	3
2010-01	Laboratory Testing	1
2010-01	Landmarks & Historical Buildings	3
2010-01	Latin American	17
2010-01	Laundry Services	1
2010-01	Leather Goods	1
2010-01	Lebanese	1
2010-01	Libraries	2
2010-01	Lighting Fixtures & Equipment	1
2010-01	Lingerie	2
2010-01	Live/Raw Food	4
2010-01	Local Flavor	72
2010-01	Local Services	40
2010-01	Lounges	70
2010-01	Macarons	1
2010-01	Mags	21
2010-01	Makeup Artists	1
2010-01	Malaysian	3
2010-01	Marketing	1
2010-01	Martial Arts	2
2010-01	Massage	2
2010-01	Mattresses	2
2010-01	Meat Shops	11
2010-01	Medical Centers	2
2010-01	Medical Supplies	1
2010-01	Mediterranean	28
2010-01	Men's Clothing	9
2010-01	Mexican	87
2010-01	Middle Eastern	8
2010-01	Mini Golf	1
2010-01	Mobile Phone Accessories	1
2010-01	Mobile Phone Repair	2
2010-01	Mobile Phones	13
2010-01	Mobility Equipment Sales & Services	1
2010-01	Modern European	12
2010-01	Moroccan	1
2010-01	Mortgage Brokers	1
2010-01	Motorcycle Dealers	4
2010-01	Motorcycle Gear	4
2010-01	Motorcycle Parts & Supplies	4
2010-01	Motorcycle Repair	4
2010-01	Museums	13
2010-01	Music & DVDs	14
2010-01	Music & Video	21
2010-01	Music Venues	49
2010-01	Musical Instrument Services	2
2010-01	Musical Instruments & Teachers	2
2010-01	Nail Salons	5
2010-01	Newspapers & Magazines	4
2010-01	Nicaraguan	2
2010-01	Nightlife	452
2010-01	Noodles	10
2010-01	Nurseries & Gardening	6
2010-01	Nutritionists	1
2010-01	Office Equipment	2
2010-01	Oil Change Stations	3
2010-01	Ophthalmologists	1
2010-01	Optometrists	2
2010-01	Organic Stores	15
2010-01	Orthopedists	1
2010-01	Outdoor Furniture Stores	2
2010-01	Outdoor Gear	2
2010-01	Pakistani	6
2010-01	Parking	1
2010-01	Parks	8
2010-01	Party & Event Planning	11
2010-01	Pasta Shops	2
2010-01	Pediatricians	2
2010-01	Performing Arts	13
2010-01	Periodontists	1
2010-01	Persian/Iranian	1
2010-01	Peruvian	3
2010-01	Pet Adoption	1
2010-01	Pet Groomers	1
2010-01	Pet Services	5
2010-01	Pet Sitting	4
2010-01	Pet Stores	3
2010-01	Pet Training	1
2010-01	Pets	9
2010-01	Pharmacy	4
2010-01	Photography Stores & Services	3
2010-01	Physical Therapy	1
2010-01	Piano Bars	1
2010-01	Pick Your Own Farms	2
2010-01	Pilates	1
2010-01	Pizza	88
2010-01	Planetarium	1
2010-01	Playgrounds	1
2010-01	Podiatrists	1
2010-01	Pool Halls	3
2010-01	Preschools	1
2010-01	Pretzels	1
2010-01	Printing Services	3
2010-01	Professional Services	16
2010-01	Professional Sports Teams	1
2010-01	Propane	1
2010-01	Property Management	1
2010-01	Public Markets	9
2010-01	Public Services & Government	10
2010-01	Public Transportation	4
2010-01	Pubs	109
2010-01	Ramen	4
2010-01	Real Estate	5
2010-01	Recreation Centers	1
2010-01	Religious Organizations	2
2010-01	Resorts	8
2010-01	Restaurants	1103
2010-01	Rock Climbing	3
2010-01	Russian	2
2010-01	Salad	44
2010-01	Sandwiches	177
2010-01	Scottish	1
2010-01	Seafood	88
2010-01	Seafood Markets	5
2010-01	Sewing & Alterations	1
2010-01	Shanghainese	6
2010-01	Shipping Centers	1
2010-01	Shoe Repair	1
2010-01	Shoe Stores	7
2010-01	Shopping	177
2010-01	Shopping Centers	31
2010-01	Singaporean	2
2010-01	Skate Parks	1
2010-01	Skating Rinks	1
2010-01	Ski Resorts	1
2010-01	Skiing	1
2010-01	Skin Care	2
2010-01	Smokehouse	3
2010-01	Soccer	1
2010-01	Social Clubs	2
2010-01	Soul Food	6
2010-01	Soup	22
2010-01	Southern	25
2010-01	Souvenir Shops	3
2010-01	Spanish	14
2010-01	Specialty Food	112
2010-01	Specialty Schools	12
2010-01	Sporting Goods	12
2010-01	Sports Bars	48
2010-01	Sports Clubs	1
2010-01	Sports Medicine	1
2010-01	Sports Wear	3
2010-01	Stadiums & Arenas	4
2010-01	Steakhouses	45
2010-01	Street Vendors	3
2010-01	Summer Camps	5
2010-01	Sushi Bars	39
2010-01	Swimming Lessons/Schools	3
2010-01	Swimming Pools	3
2010-01	Szechuan	3
2010-01	Tabletop Games	1
2010-01	Tacos	8
2010-01	Tanning	1
2010-01	Tapas Bars	18
2010-01	Tapas/Small Plates	1
2010-01	Tea Rooms	2
2010-01	Tennis	3
2010-01	Tex-Mex	26
2010-01	Thai	16
2010-01	Thrift Stores	2
2010-01	Ticket Sales	2
2010-01	Tires	6
2010-01	Tobacco Shops	2
2010-01	Tours	4
2010-01	Toy Stores	4
2010-01	Train Stations	4
2010-01	Trainers	4
2010-01	Transportation	13
2010-01	Ukrainian	1
2010-01	Urgent Care	2
2010-01	Used	3
2010-01	Used Car Dealers	4
2010-01	Vacation Rentals	1
2010-01	Vegan	23
2010-01	Vegetarian	54
2010-01	Venues & Event Spaces	77
2010-01	Veterinarians	3
2010-01	Videos & Video Game Rental	2
2010-01	Vietnamese	19
2010-01	Vintage & Consignment	3
2010-01	Vinyl Records	6
2010-01	Vitamins & Supplements	1
2010-01	Waffles	6
2010-01	Waxing	1
2010-01	Whiskey Bars	8
2010-01	Wholesale Stores	4
2010-01	Wine & Spirits	93
2010-01	Wine Bars	54
2010-01	Wine Tasting Room	1
2010-01	Wineries	9
2010-01	Women's Clothing	9
2010-01	Wraps	8
2010-01	Yoga	7
2010-01	Zoos	2
2010-02	Acai Bowls	1
2010-02	Accessories	2
2010-02	Active Life	96
2010-02	Acupuncture	1
2010-02	Adult Education	1
2010-02	Adult Entertainment	4
2010-02	Afghan	1
2010-02	African	3
2010-02	Airlines	8
2010-02	Airport Shuttles	1
2010-02	Airport Terminals	6
2010-02	Airports	83
2010-02	Amateur Sports Teams	7
2010-02	American (New)	525
2010-02	American (Traditional)	547
2010-02	Amusement Parks	12
2010-02	Animal Shelters	2
2010-02	Apartments	8
2010-02	Appliances	9
2010-02	Appliances & Repair	1
2010-02	Aquariums	1
2010-02	Arabic	1
2010-02	Arcades	9
2010-02	Argentine	2
2010-02	Art Classes	1
2010-02	Art Galleries	20
2010-02	Art Museums	8
2010-02	Art Schools	4
2010-02	Art Supplies	6
2010-02	Arts & Crafts	17
2010-02	Arts & Entertainment	263
2010-02	Asian Fusion	74
2010-02	Auto Detailing	2
2010-02	Auto Parts & Supplies	8
2010-02	Auto Repair	9
2010-02	Automotive	43
2010-02	Bagels	32
2010-02	Bakeries	126
2010-02	Bangladeshi	1
2010-02	Banks & Credit Unions	4
2010-02	Barbeque	65
2010-02	Barbers	4
2010-02	Bars	910
2010-02	Basque	10
2010-02	Beauty & Spas	49
2010-02	Bed & Breakfast	3
2010-02	Beer	150
2010-02	Beer Bar	38
2010-02	Beer Gardens	4
2010-02	Beer Tours	1
2010-02	Belgian	14
2010-02	Beverage Store	2
2010-02	Bike Rentals	1
2010-02	Boat Charters	1
2010-02	Boat Tours	1
2010-02	Boating	2
2010-02	Books	24
2010-02	Bookstores	13
2010-02	Bowling	11
2010-02	Boxing	4
2010-02	Brasseries	2
2010-02	Brazilian	6
2010-02	Breakfast & Brunch	449
2010-02	Breweries	86
2010-02	Brewpubs	28
2010-02	British	6
2010-02	Bubble Tea	6
2010-02	Buddhist Temples	2
2010-02	Buffets	35
2010-02	Building Supplies	5
2010-02	Burgers	221
2010-02	Burmese	2
2010-02	Butcher	7
2010-02	Cafes	167
2010-02	Cajun/Creole	116
2010-02	Canadian (New)	11
2010-02	Candy Stores	15
2010-02	Cannabis Clinics	1
2010-02	Cantonese	1
2010-02	Car Dealers	4
2010-02	Car Rental	7
2010-02	Car Wash	3
2010-02	Cardio Classes	8
2010-02	Cards & Stationery	6
2010-02	Caribbean	12
2010-02	Casinos	21
2010-02	Caterers	111
2010-02	Champagne Bars	1
2010-02	Cheese Shops	15
2010-02	Cheesesteaks	21
2010-02	Chicken Shop	9
2010-02	Chicken Wings	39
2010-02	Child Care & Day Care	6
2010-02	Children's Clothing	2
2010-02	Children's Museums	2
2010-02	Chinese	108
2010-02	Chiropractors	4
2010-02	Chocolatiers & Shops	27
2010-02	Churches	5
2010-02	Cinema	30
2010-02	Climbing	6
2010-02	Clock Repair	2
2010-02	Clothing Rental	1
2010-02	Cocktail Bars	108
2010-02	Coffee & Tea	421
2010-02	Coffee Roasteries	23
2010-02	Colleges & Universities	49
2010-02	Comedy Clubs	19
2010-02	Comfort Food	25
2010-02	Comic Books	1
2010-02	Community Centers	1
2010-02	Community Service/Non-Profit	5
2010-02	Computers	22
2010-02	Contractors	1
2010-02	Convenience Stores	35
2010-02	Cooking Schools	3
2010-02	Cosmetics & Beauty Supply	7
2010-02	Cosmetology Schools	1
2010-02	Country Clubs	4
2010-02	Couriers & Delivery Services	1
2010-02	Creperies	14
2010-02	Cuban	16
2010-02	Cupcakes	9
2010-02	Custom Cakes	4
2010-02	Cycling Classes	8
2010-02	Dance Clubs	39
2010-02	Dance Schools	1
2010-02	Dance Studios	1
2010-02	Day Camps	1
2010-02	Day Spas	20
2010-02	Delis	97
2010-02	Dentists	1
2010-02	Department Stores	34
2010-02	Desserts	109
2010-02	Diagnostic Services	2
2010-02	Dim Sum	29
2010-02	Diners	101
2010-02	Dinner Theater	4
2010-02	Discount Store	2
2010-02	Distilleries	2
2010-02	Dive Bars	83
2010-02	Doctors	15
2010-02	Dog Parks	1
2010-02	Dog Walkers	1
2010-02	Donuts	34
2010-02	Drugstores	33
2010-02	Dry Cleaning & Laundry	4
2010-02	Education	69
2010-02	Educational Services	1
2010-02	Electronics	32
2010-02	Elementary Schools	1
2010-02	Embroidery & Crochet	2
2010-02	Emergency Rooms	1
2010-02	Employment Agencies	4
2010-02	Ethiopian	4
2010-02	Ethnic Food	28
2010-02	Event Planning & Services	334
2010-02	Eyelash Service	2
2010-02	Eyewear & Opticians	6
2010-02	Fabric Stores	3
2010-02	Family Practice	1
2010-02	Farmers Market	14
2010-02	Fashion	56
2010-02	Fast Food	110
2010-02	Festivals	1
2010-02	Financial Advising	1
2010-02	Financial Services	8
2010-02	Fish & Chips	10
2010-02	Fitness & Instruction	42
2010-02	Flea Markets	2
2010-02	Floral Designers	1
2010-02	Florists	21
2010-02	Flowers & Gifts	51
2010-02	Fondue	3
2010-02	Food	1058
2010-02	Food Court	5
2010-02	Food Delivery Services	22
2010-02	Food Stands	6
2010-02	Food Trucks	11
2010-02	Formal Wear	1
2010-02	Framing	1
2010-02	French	63
2010-02	Fruits & Veggies	22
2010-02	Funeral Services & Cemeteries	2
2010-02	Furniture Reupholstery	1
2010-02	Furniture Stores	15
2010-02	Gas Stations	14
2010-02	Gastropubs	68
2010-02	Gay Bars	9
2010-02	Gelato	13
2010-02	General Dentistry	1
2010-02	German	11
2010-02	Gift Shops	25
2010-02	Gluten-Free	37
2010-02	Golf	9
2010-02	Golf Lessons	1
2010-02	Graphic Design	1
2010-02	Greek	49
2010-02	Grocery	145
2010-02	Guest Houses	2
2010-02	Guitar Stores	3
2010-02	Gun/Rifle Ranges	1
2010-02	Guns & Ammo	1
2010-02	Gymnastics	1
2010-02	Gyms	37
2010-02	Hair Removal	1
2010-02	Hair Salons	16
2010-02	Hair Stylists	3
2010-02	Halal	2
2010-02	Hardware Stores	6
2010-02	Hawaiian	6
2010-02	Head Shops	1
2010-02	Health & Medical	42
2010-02	Health Markets	41
2010-02	High Fidelity Audio Equipment	1
2010-02	Hiking	2
2010-02	Historical Tours	5
2010-02	Hobby Shops	2
2010-02	Holiday Decorations	2
2010-02	Home & Garden	33
2010-02	Home Decor	8
2010-02	Home Services	21
2010-02	Hong Kong Style Cafe	1
2010-02	Hookah Bars	2
2010-02	Hospitals	14
2010-02	Hot Dogs	16
2010-02	Hotels	132
2010-02	Hotels & Travel	265
2010-02	Hunting & Fishing Supplies	1
2010-02	IT Services & Computer Repair	23
2010-02	Iberian	3
2010-02	Ice Cream & Frozen Yogurt	44
2010-02	Imported Food	2
2010-02	Indian	31
2010-02	Indoor Playcentre	2
2010-02	Interior Design	1
2010-02	International	1
2010-02	International Grocery	2
2010-02	Internet Cafes	4
2010-02	Internet Service Providers	2
2010-02	Investing	5
2010-02	Irish	42
2010-02	Irish Pub	24
2010-02	Israeli	1
2010-02	Italian	177
2010-02	Japanese	55
2010-02	Jazz & Blues	21
2010-02	Jewelry	3
2010-02	Jewelry Repair	1
2010-02	Juice Bars & Smoothies	44
2010-02	Karaoke	8
2010-02	Kebab	1
2010-02	Kids Activities	5
2010-02	Kitchen & Bath	3
2010-02	Kitchen Incubators	1
2010-02	Knife Sharpening	1
2010-02	Korean	15
2010-02	Kosher	5
2010-02	Laboratory Testing	1
2010-02	Lakes	1
2010-02	Landmarks & Historical Buildings	15
2010-02	Laotian	1
2010-02	Laser Eye Surgery/Lasik	1
2010-02	Laser Tag	1
2010-02	Latin American	33
2010-02	Laundry Services	3
2010-02	Lebanese	2
2010-02	Libraries	6
2010-02	Lighting Fixtures & Equipment	3
2010-02	Limos	6
2010-02	Lingerie	1
2010-02	Live/Raw Food	4
2010-02	Local Flavor	134
2010-02	Local Services	78
2010-02	Lounges	122
2010-02	Macarons	1
2010-02	Mags	24
2010-02	Makeup Artists	2
2010-02	Malaysian	2
2010-02	Martial Arts	4
2010-02	Mass Media	1
2010-02	Massage	8
2010-02	Massage Therapy	1
2010-02	Mattresses	3
2010-02	Meat Shops	14
2010-02	Medical Centers	8
2010-02	Medical Spas	2
2010-02	Mediterranean	53
2010-02	Men's Clothing	12
2010-02	Men's Hair Salons	1
2010-02	Mexican	169
2010-02	Middle Eastern	15
2010-02	Mini Golf	2
2010-02	Mobile Phone Accessories	2
2010-02	Mobile Phone Repair	3
2010-02	Mobile Phones	22
2010-02	Modern European	24
2010-02	Moroccan	3
2010-02	Mortgage Brokers	1
2010-02	Motorcycle Dealers	6
2010-02	Motorcycle Gear	6
2010-02	Motorcycle Parts & Supplies	6
2010-02	Motorcycle Repair	6
2010-02	Museums	30
2010-02	Music & DVDs	12
2010-02	Music & Video	24
2010-02	Music Production Services	1
2010-02	Music Venues	120
2010-02	Musical Instrument Services	3
2010-02	Musical Instruments & Teachers	4
2010-02	Musicians	2
2010-02	Nail Salons	3
2010-02	New Mexican Cuisine	1
2010-02	Newspapers & Magazines	1
2010-02	Nightlife	993
2010-02	Noodles	22
2010-02	Nurseries & Gardening	9
2010-02	Nutritionists	1
2010-02	Office Equipment	2
2010-02	Oil Change Stations	4
2010-02	Ophthalmologists	3
2010-02	Optometrists	5
2010-02	Oral Surgeons	1
2010-02	Organic Stores	27
2010-02	Outdoor Furniture Stores	2
2010-02	Outdoor Gear	2
2010-02	Pakistani	17
2010-02	Pan Asian	3
2010-02	Parking	7
2010-02	Parks	13
2010-02	Party & Event Planning	23
2010-02	Party Bus Rentals	1
2010-02	Party Supplies	2
2010-02	Pasta Shops	4
2010-02	Patisserie/Cake Shop	3
2010-02	Performing Arts	26
2010-02	Persian/Iranian	2
2010-02	Personal Chefs	2
2010-02	Peruvian	1
2010-02	Pet Adoption	1
2010-02	Pet Groomers	5
2010-02	Pet Services	10
2010-02	Pet Sitting	6
2010-02	Pet Stores	8
2010-02	Pet Training	1
2010-02	Pets	15
2010-02	Pharmacy	7
2010-02	Photography Stores & Services	8
2010-02	Piano Bars	6
2010-02	Piercing	4
2010-02	Pizza	182
2010-02	Planetarium	3
2010-02	Playgrounds	2
2010-02	Pool Halls	11
2010-02	Post Offices	5
2010-02	Preschools	4
2010-02	Pretzels	6
2010-02	Printing Services	6
2010-02	Professional Services	31
2010-02	Professional Sports Teams	4
2010-02	Propane	1
2010-02	Property Management	1
2010-02	Public Markets	9
2010-02	Public Services & Government	29
2010-02	Public Transportation	13
2010-02	Pubs	264
2010-02	RV Parks	1
2010-02	Ramen	2
2010-02	Real Estate	10
2010-02	Recreation Centers	7
2010-02	Reflexology	1
2010-02	Religious Organizations	6
2010-02	Resorts	29
2010-02	Restaurants	2386
2010-02	Rock Climbing	6
2010-02	Salad	121
2010-02	Sandwiches	386
2010-02	Scandinavian	3
2010-02	Scottish	2
2010-02	Seafood	206
2010-02	Seafood Markets	14
2010-02	Security Systems	1
2010-02	Sewing & Alterations	3
2010-02	Shanghainese	23
2010-02	Shipping Centers	6
2010-02	Shoe Repair	1
2010-02	Shoe Shine	1
2010-02	Shoe Stores	3
2010-02	Shopping	274
2010-02	Shopping Centers	39
2010-02	Signmaking	2
2010-02	Singaporean	1
2010-02	Skate Parks	1
2010-02	Skating Rinks	4
2010-02	Ski Resorts	3
2010-02	Skiing	3
2010-02	Skin Care	3
2010-02	Smog Check Stations	1
2010-02	Smokehouse	9
2010-02	Social Clubs	1
2010-02	Soul Food	22
2010-02	Soup	51
2010-02	Southern	73
2010-02	Souvenir Shops	21
2010-02	Spanish	27
2010-02	Specialty Food	159
2010-02	Specialty Schools	17
2010-02	Spiritual Shop	1
2010-02	Sporting Goods	16
2010-02	Sports Bars	113
2010-02	Sports Clubs	2
2010-02	Sports Wear	2
2010-02	Stadiums & Arenas	21
2010-02	Steakhouses	89
2010-02	Street Vendors	2
2010-02	Strip Clubs	1
2010-02	Striptease Dancers	1
2010-02	Summer Camps	6
2010-02	Supernatural Readings	1
2010-02	Sushi Bars	73
2010-02	Swimming Lessons/Schools	3
2010-02	Swimming Pools	4
2010-02	Szechuan	6
2010-02	Tabletop Games	2
2010-02	Tacos	16
2010-02	Taiwanese	2
2010-02	Tapas Bars	41
2010-02	Tapas/Small Plates	22
2010-02	Tattoo	6
2010-02	Tea Rooms	4
2010-02	Television Service Providers	1
2010-02	Tennis	1
2010-02	Test Preparation	1
2010-02	Tex-Mex	56
2010-02	Thai	45
2010-02	Thrift Stores	2
2010-02	Ticket Sales	4
2010-02	Tiki Bars	2
2010-02	Tires	14
2010-02	Tobacco Shops	3
2010-02	Tours	34
2010-02	Toy Stores	8
2010-02	Train Stations	6
2010-02	Trainers	14
2010-02	Transmission Repair	3
2010-02	Transportation	42
2010-02	Travel Services	1
2010-02	Turkish	4
2010-02	Tuscan	2
2010-02	Tutoring Centers	1
2010-02	Used	10
2010-02	Used Car Dealers	1
2010-02	Utilities	1
2010-02	Vacation Rentals	3
2010-02	Vegan	62
2010-02	Vegetarian	129
2010-02	Venues & Event Spaces	149
2010-02	Veterinarians	5
2010-02	Video Game Stores	1
2010-02	Videos & Video Game Rental	2
2010-02	Vietnamese	38
2010-02	Vintage & Consignment	10
2010-02	Vinyl Records	5
2010-02	Waffles	7
2010-02	Watch Repair	3
2010-02	Water Parks	1
2010-02	Waxing	1
2010-02	Wedding Planning	7
2010-02	Wheel & Rim Repair	1
2010-02	Whiskey Bars	7
2010-02	Wholesale Stores	9
2010-02	Wine & Spirits	150
2010-02	Wine Bars	98
2010-02	Wine Tasting Room	5
2010-02	Wine Tours	1
2010-02	Wineries	10
2010-02	Women's Clothing	15
2010-02	Wraps	13
2010-02	Yelp Events	1
2010-02	Yoga	6
2010-02	Ziplining	1
2010-02	Zoos	7
2010-03	Acai Bowls	3
2010-03	Accessories	14
2010-03	Active Life	229
2010-03	Acupuncture	1
2010-03	Adult	1
2010-03	Adult Entertainment	5
2010-03	African	2
2010-03	Airlines	33
2010-03	Airport Lounges	1
2010-03	Airport Shuttles	2
2010-03	Airport Terminals	2
2010-03	Airports	140
2010-03	Allergists	1
2010-03	Amateur Sports Teams	3
2010-03	American (New)	807
2010-03	American (Traditional)	828
2010-03	Amusement Parks	21
2010-03	Animal Shelters	3
2010-03	Antiques	13
2010-03	Apartments	8
2010-03	Appliances	20
2010-03	Appliances & Repair	3
2010-03	Arabic	2
2010-03	Arcades	14
2010-03	Argentine	2
2010-03	Art Consultants	1
2010-03	Art Galleries	43
2010-03	Art Installation	1
2010-03	Art Museums	16
2010-03	Art Schools	5
2010-03	Art Supplies	6
2010-03	Art Tours	3
2010-03	Arts & Crafts	20
2010-03	Arts & Entertainment	454
2010-03	Asian Fusion	143
2010-03	Assisted Living Facilities	1
2010-03	Auto Customization	1
2010-03	Auto Detailing	6
2010-03	Auto Glass Services	1
2010-03	Auto Parts & Supplies	8
2010-03	Auto Repair	16
2010-03	Automotive	57
2010-03	Baby Gear & Furniture	2
2010-03	Bagels	92
2010-03	Bakeries	249
2010-03	Banks & Credit Unions	2
2010-03	Barbeque	106
2010-03	Barbers	15
2010-03	Bars	1467
2010-03	Baseball Fields	2
2010-03	Basque	12
2010-03	Battery Stores	1
2010-03	Batting Cages	1
2010-03	Beaches	6
2010-03	Beauty & Spas	101
2010-03	Bed & Breakfast	6
2010-03	Beer	249
2010-03	Beer Bar	56
2010-03	Beer Gardens	15
2010-03	Beer Tours	6
2010-03	Belgian	17
2010-03	Beverage Store	4
2010-03	Bike Rentals	3
2010-03	Bike Repair/Maintenance	2
2010-03	Bikes	4
2010-03	Blow Dry/Out Services	4
2010-03	Boating	1
2010-03	Bocce Ball	1
2010-03	Body Shops	4
2010-03	Bookkeepers	1
2010-03	Books	34
2010-03	Bookstores	24
2010-03	Botanical Gardens	4
2010-03	Bowling	22
2010-03	Boxing	2
2010-03	Brasseries	5
2010-03	Brazilian	5
2010-03	Breakfast & Brunch	680
2010-03	Breweries	92
2010-03	Brewpubs	34
2010-03	British	12
2010-03	Bubble Tea	10
2010-03	Buffets	36
2010-03	Building Supplies	7
2010-03	Burgers	345
2010-03	Buses	1
2010-03	Butcher	13
2010-03	Cafes	193
2010-03	Cafeteria	1
